"MM33"	"MM42"	"MM23"	"MM41"	"MM32"	"MM39"	"MM9"	"MM38"	"MM6"	"MM3"	"MM14"	"MM15"	"MM13"	"MM24"	"MM4"	"MM40"	"MM19"	"MM20"	"MM28"	"MM25"	"MM17"	"MM1"	"MM35"	"MM26"	"MM16"	"MM29"	"MM10"	"MM7"	"MM21"	"MM2"	"MM5"	"MM18"	"MM8"	"MM34"	"MM22"	"MM31"	"MM27"	"MM37"	"MM30"	"MM11"	"MM36"	"MM12"	"MM45"	"MM43"	"MM44"
"4466603"	12	6	12	8	15	0	6	2	5	5	5	3	6	5	5	8	9	3	8	4	1	9	6	2	2	11	4	1	3	5	4	3	4	9	6	6	7	0	15	4	0	2	6	3	1
"622364"	19	2	9	5	22	0	4	4	1	2	2	10	9	4	4	1	11	4	5	2	5	6	0	2	6	6	1	1	3	3	0	3	12	10	8	1	3	0	10	1	0	5	3	0	0
"4464847"	7	4	10	13	24	0	2	10	4	0	1	10	8	4	9	4	6	1	2	3	9	5	1	1	11	10	6	2	4	10	8	12	9	20	1	1	5	1	6	5	0	5	4	0	2
"672471"	6	8	3	9	6	3	5	4	5	1	2	6	3	1	9	8	5	5	3	7	3	9	2	2	3	0	4	8	1	9	3	2	5	9	4	10	1	0	3	2	0	5	7	4	0
"3847357"	3	0	0	1	3	0	1	0	0	0	1	1	1	0	1	0	3	0	0	1	3	1	0	1	2	0	0	1	4	4	0	3	1	2	0	0	1	0	1	1	1	1	1	1	0
"4418595"	8	0	1	0	6	0	0	2	0	2	0	0	2	3	0	0	2	2	1	0	5	0	4	0	4	2	0	0	0	5	1	0	3	4	2	1	6	0	3	2	1	0	0	1	0
"4417599"	1	5	6	8	4	3	1	2	2	1	2	5	5	0	2	1	3	0	2	5	0	2	2	0	2	5	3	0	1	5	2	0	1	2	2	3	0	0	3	0	1	0	2	0	2
"534301"	17	5	9	11	14	0	2	3	2	4	4	9	7	7	6	1	5	5	4	6	7	2	2	0	5	6	6	3	3	13	3	1	9	15	4	2	3	2	3	5	1	5	12	1	1
"757263"	2	5	2	4	4	0	2	0	3	2	0	1	0	1	0	4	0	2	0	0	0	1	0	2	2	1	0	1	0	6	0	0	2	1	0	0	2	0	0	0	2	0	3	0	1
"4393923"	12	5	5	3	11	2	0	4	3	5	1	6	5	1	7	1	1	2	6	2	1	5	4	0	7	0	4	1	0	10	2	4	5	7	6	4	3	0	3	3	2	4	3	2	0
"701947"	8	0	6	3	21	0	2	0	0	3	0	9	5	6	2	0	7	2	3	5	8	1	2	4	5	2	2	0	2	6	1	1	4	4	1	3	3	1	1	4	0	6	3	0	0
"48147"	1	0	2	2	1	0	0	1	0	0	1	0	1	2	0	1	3	2	1	0	1	0	0	2	1	0	0	0	1	0	1	0	1	4	0	0	2	0	5	1	0	0	0	0	0
"550245"	5	2	10	6	17	0	3	4	1	1	0	9	5	2	3	5	8	1	5	2	3	0	1	2	6	8	4	0	5	9	3	0	7	11	2	2	4	1	2	4	2	1	5	0	1
"210904"	4	0	1	0	4	0	0	0	0	0	0	0	2	0	0	0	4	0	6	2	3	0	0	0	2	1	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0
"4011113"	17	10	2	6	16	2	4	3	3	6	0	8	5	2	4	4	3	3	9	2	5	2	3	4	3	0	0	2	7	4	5	5	8	14	5	30	4	4	14	5	1	3	26	1	3
"608867"	1	0	1	0	7	0	0	1	1	0	0	5	2	0	1	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	3	0	0	0
"4308759"	30	8	11	4	16	2	2	2	4	2	1	20	17	4	8	1	8	7	3	2	13	2	7	5	8	5	1	2	4	6	3	7	20	12	5	8	1	1	11	8	1	15	2	5	5
"1044436"	104	42	40	47	144	4	22	31	20	25	8	51	28	27	32	23	47	27	42	23	62	30	31	20	41	49	33	7	22	58	39	19	53	144	38	26	27	15	59	28	5	36	6	14	6
"4382183"	7	2	4	3	8	1	4	1	1	2	0	3	6	1	6	1	7	0	5	2	5	1	2	0	5	2	4	0	2	4	1	1	5	6	5	1	0	2	5	3	0	0	3	0	0
"539907"	32	7	4	13	43	3	3	9	6	8	5	12	6	4	6	7	15	4	4	8	8	6	14	7	4	13	3	4	6	13	3	6	17	41	7	10	4	6	12	6	2	16	9	4	5
"831386"	0	2	3	3	4	1	0	6	0	1	1	3	0	1	0	0	1	0	0	0	0	0	0	0	1	1	4	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	2	1	1
"249749"	1	0	2	3	6	1	0	1	0	0	1	0	1	0	2	1	2	0	1	1	0	0	4	1	2	0	0	0	1	0	1	0	2	6	1	5	2	1	0	1	0	0	3	1	3
"1107637"	23	6	9	17	27	2	1	1	6	4	3	13	17	9	4	4	6	8	11	8	19	3	11	4	10	7	2	5	9	5	4	4	7	34	6	6	4	5	2	14	1	7	4	11	7
"779654"	4	0	2	0	3	0	1	0	0	0	1	0	2	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	2	3	2	4	0	3	0	1	1	1	0	2	0	2	0	3	1
"4260136"	16	3	7	4	14	0	5	2	1	2	0	7	4	4	0	1	9	3	3	2	5	4	10	2	1	6	0	1	6	2	2	5	2	23	3	2	2	3	11	5	4	3	0	2	2
"102892"	15	4	6	3	13	1	12	4	2	3	3	9	4	1	5	3	2	3	7	9	9	2	0	3	3	0	0	5	8	5	4	7	9	20	3	2	4	2	3	2	1	1	10	2	1
"253712"	3	1	1	2	1	0	1	3	2	0	0	1	0	2	1	3	3	1	2	0	3	0	0	0	1	1	1	0	1	3	5	1	1	5	3	1	1	2	2	0	0	0	0	0	0
"335380"	0	0	1	1	3	0	0	0	0	1	0	5	1	1	3	0	0	1	1	0	2	0	0	0	1	0	0	0	2	0	0	1	2	1	2	1	3	0	0	0	0	1	0	0	0
"240064"	21	2	14	2	25	0	0	0	0	6	0	18	12	6	4	0	4	4	7	6	8	3	3	2	3	1	0	0	7	4	7	6	16	10	11	0	2	0	7	2	0	8	2	1	0
"932062"	9	2	0	0	33	2	1	0	0	2	0	5	4	3	1	0	5	3	4	1	3	0	0	0	4	3	0	1	4	3	0	7	10	14	1	5	2	3	0	2	0	0	2	1	0
"2195532"	20	1	14	0	21	0	1	3	2	1	0	21	5	6	5	2	2	1	6	5	9	1	2	1	5	2	2	1	4	2	1	1	9	21	3	0	4	0	0	3	0	10	1	0	0
"988377"	0	11	5	12	1	3	3	5	4	3	6	0	0	1	3	3	0	2	2	0	3	2	1	0	0	0	0	3	0	1	1	1	0	0	0	3	0	1	1	2	1	1	2	5	5
"787865"	8	2	1	3	0	0	0	3	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0
"982819"	4	3	1	0	7	1	7	0	7	2	2	0	0	0	0	0	0	6	12	0	5	1	1	1	9	0	0	0	2	1	1	2	1	4	0	3	0	0	2	6	0	11	0	1	0
"509440"	2	17	3	11	1	17	1	26	3	0	62	0	0	0	6	14	1	0	3	0	6	3	1	0	2	1	0	9	1	6	0	0	0	5	0	1	1	1	3	1	1	4	12	0	3
"4329003"	7	11	3	41	1	4	1	2	10	3	8	2	0	0	5	4	0	1	3	1	7	0	0	1	3	0	0	4	0	7	1	3	0	9	1	2	0	0	0	2	0	3	3	0	0
"225970"	8	1	1	0	5	0	0	0	0	1	5	0	0	0	4	1	0	0	4	0	0	3	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
"119236"	0	1	0	0	0	0	0	4	0	0	6	0	0	1	0	0	2	0	1	0	0	0	0	0	2	0	1	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	1	0	1
"921911"	0	1	0	4	1	1	0	2	0	0	6	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	1
"226410"	0	7	2	1	0	1	6	0	1	0	3	0	0	0	1	4	0	2	1	0	3	3	0	0	8	0	0	5	0	3	1	0	0	0	0	0	0	0	0	0	2	5	2	0	1
"3222178"	3	0	0	0	1	0	2	0	3	0	3	0	5	0	3	0	0	4	0	0	2	0	0	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	3	0
"839262"	8	11	1	4	1	0	1	7	13	4	17	1	1	0	5	3	0	6	2	0	4	3	1	0	5	0	3	9	0	5	2	0	2	0	1	2	0	0	0	13	0	7	2	1	0
"4479579"	2	1	1	1	0	4	0	1	2	2	2	0	1	0	1	2	0	0	2	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0
"894244"	2	5	0	1	5	1	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"4379704"	0	6	1	12	0	21	10	13	1	1	0	0	1	0	0	0	0	2	2	1	0	7	0	4	3	1	0	0	0	0	1	0	0	0	0	0	0	4	0	4	23	0	9	1	0
"827300"	0	1	2	2	1	0	0	0	1	0	5	0	1	0	3	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	2	0	2	5	0	0	1	1	0	0	6	5	0
"4458848"	0	2	0	15	2	5	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	1	0	1	0	1	0	1	0	0	0	27	0	0	0	0	8	0	8	11	0
"4398173"	5	1	1	6	10	1	0	0	0	1	1	6	0	0	1	0	3	0	1	3	11	0	39	1	1	5	7	0	0	0	0	0	0	9	1	33	2	1	1	0	0	0	7	18	1
"692510"	0	0	0	2	0	1	0	8	2	0	9	0	0	0	2	1	0	4	3	1	0	0	0	0	2	4	1	2	0	0	1	0	1	0	1	1	0	0	0	1	0	3	1	0	0
"525171"	0	0	4	0	0	0	1	0	0	0	1	2	0	0	5	0	0	1	6	1	0	0	0	0	5	1	0	2	0	6	0	0	0	0	1	1	0	0	0	6	0	0	0	0	0
"967505"	11	1	3	4	5	0	0	2	0	0	3	6	2	1	0	2	2	1	2	1	1	0	0	0	3	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	2	0	0	0	1
"4398570"	0	7	5	6	2	3	1	8	6	0	7	3	0	1	3	4	1	3	9	0	1	1	0	0	2	0	0	1	0	2	0	2	1	0	1	1	0	1	0	4	1	0	0	1	6
"1105528"	0	1	3	1	0	0	0	0	1	0	6	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0
"4477127"	17	28	16	20	0	9	7	4	12	14	5	29	23	2	5	18	13	30	15	7	20	0	1	3	28	20	3	4	10	7	4	7	15	8	19	7	9	37	5	14	10	13	4	4	1
"16939"	0	0	0	0	0	0	13	0	0	0	0	0	0	13	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	11	2	0	0	0	0	0
"821802"	3	1	3	4	0	0	10	4	5	2	5	0	9	0	1	1	4	1	0	3	2	0	0	3	1	1	0	6	4	6	11	0	0	1	1	0	3	1	3	3	0	6	2	0	3
"556100"	0	3	4	0	0	3	3	4	1	4	6	0	0	0	1	2	0	0	2	0	0	2	0	0	2	0	0	5	0	7	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"327296"	23	5	6	6	18	1	3	4	1	2	0	17	5	5	6	8	13	11	10	5	10	3	0	0	5	3	1	6	4	7	3	0	14	3	1	0	4	3	0	5	0	3	1	0	1
"239407"	3	0	0	4	1	1	1	3	3	1	3	0	0	0	1	1	0	2	0	0	2	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0
"1125335"	24	31	8	32	6	9	5	27	23	12	21	5	1	2	4	19	1	4	17	1	17	3	13	0	12	5	4	8	4	5	1	1	1	9	0	11	3	7	2	8	10	5	11	1	17
"501684"	12	18	8	33	8	2	10	8	7	13	7	2	3	6	6	6	4	3	6	9	0	4	0	3	7	2	4	5	4	17	4	2	5	9	2	10	0	0	3	7	0	4	0	2	1
"4302753"	5	8	8	10	7	5	3	13	5	8	8	3	2	0	3	10	2	5	3	3	1	5	0	3	5	6	7	3	13	17	6	4	3	5	1	2	0	0	4	11	1	3	4	3	0
"803166"	4	5	24	5	0	0	57	9	43	15	10	48	23	25	15	8	14	143	9	9	15	28	0	10	34	23	59	2	22	7	16	9	16	0	5	0	11	0	6	43	2	41	0	0	0
"200278"	0	0	15	1	0	0	185	0	3	59	9	45	82	18	0	5	37	5	0	7	89	0	0	9	62	9	1	3	67	10	22	79	20	0	5	0	11	0	6	2	0	17	0	0	0
"2963709"	0	11	6	3	1	8	4	13	6	19	1	2	8	21	24	18	13	14	1	43	2	7	0	15	8	23	2	5	26	10	21	22	4	4	10	3	7	4	9	2	12	9	7	0	10
"3809681"	14	5	9	48	9	2	1	5	7	3	3	0	2	0	1	2	0	1	11	1	1	0	0	0	2	0	0	2	0	4	3	0	4	2	0	5	0	5	0	0	0	0	0	0	3
"856536"	2	1	6	1	0	0	6	0	4	1	4	6	0	4	1	0	0	7	11	1	24	0	0	0	8	17	0	0	0	1	0	0	4	0	0	0	0	0	0	14	0	26	0	0	0
"565604"	1	13	20	5	0	3	36	8	20	26	17	6	6	24	9	10	3	16	16	6	63	5	0	6	17	3	4	9	7	8	7	0	11	0	4	1	3	1	4	34	1	47	0	0	6
"1144575"	4	5	0	3	1	0	0	3	1	1	2	0	0	0	0	3	1	0	6	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	2	0	0
"253724"	13	6	9	1	7	0	4	3	2	3	1	0	0	3	8	0	0	0	3	1	3	1	1	1	6	0	1	2	1	2	2	4	0	14	0	10	0	4	0	3	0	1	2	1	0
"113244"	2	2	1	0	1	1	0	3	1	2	1	0	0	1	0	1	0	0	0	0	0	1	0	0	3	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	2	1
"239744"	3	7	2	5	3	3	2	3	1	5	4	2	2	0	3	3	3	1	2	4	2	2	0	0	1	1	0	1	4	4	0	0	0	5	1	11	2	3	2	0	10	0	8	5	0
"4411140"	4	20	1	35	5	6	2	12	7	3	10	0	2	2	1	17	1	6	1	4	3	2	0	0	0	4	1	1	6	1	2	0	1	4	6	0	1	9	0	5	3	0	5	0	1
"4458222"	10	56	5	53	8	9	19	39	22	14	39	7	2	0	10	45	2	13	13	1	3	14	0	4	14	2	7	26	2	24	9	1	2	3	0	2	1	0	1	7	1	0	7	0	4
"832844"	9	58	7	156	5	6	11	36	27	10	19	4	2	0	22	73	4	21	11	0	4	17	0	1	7	0	2	10	3	26	10	3	3	11	1	2	1	3	2	8	1	2	7	0	0
"849683"	10	10	5	28	3	2	5	3	12	12	5	2	2	0	3	8	1	6	8	2	0	10	0	0	1	0	0	14	0	17	4	1	3	2	0	6	0	0	0	10	2	6	3	0	1
"913264"	8	3	3	8	3	0	7	0	5	3	1	0	2	0	0	2	0	1	2	2	0	5	0	0	4	0	7	4	2	7	10	0	0	3	0	1	1	0	0	1	1	0	0	0	0
"143436"	8	18	10	24	5	27	9	48	12	50	14	5	6	4	26	83	3	16	0	1	2	8	1	3	25	5	0	32	3	16	50	8	4	0	1	1	3	31	8	3	18	2	3	6	2
"220025"	0	1	2	3	0	1	3	3	6	2	9	6	1	0	1	5	1	3	0	4	0	6	0	0	0	1	0	1	0	0	3	0	1	0	0	0	0	0	0	5	0	6	0	0	0
"4234522"	3	3	0	1	0	0	8	0	0	5	1	3	1	5	0	2	2	5	1	0	0	7	0	0	2	0	1	1	7	3	4	0	5	0	0	0	3	0	1	0	0	0	1	2	0
"556364"	0	7	0	10	2	1	5	4	2	2	6	1	4	2	3	7	0	4	5	0	0	2	0	2	3	2	1	5	1	4	5	0	1	1	0	0	0	4	1	1	3	1	1	0	1
"219204"	3	1	0	1	3	2	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	1	0	1	0	1	0	3	0	0	0	0	1	0	2
"510937"	0	0	0	2	0	1	0	1	1	4	11	0	1	0	1	2	0	1	0	0	0	3	0	0	3	2	1	3	0	4	1	0	0	0	1	0	0	1	0	0	0	2	5	0	0
"4339018"	3	8	3	13	1	6	9	6	14	10	28	3	4	0	4	9	2	3	1	0	7	3	0	1	6	4	5	17	1	2	9	0	4	0	0	0	0	0	1	11	4	7	1	0	0
"4472969"	8	6	4	6	0	1	8	9	5	4	16	0	0	3	4	9	6	9	12	0	3	7	0	1	5	1	0	19	3	5	10	2	0	2	2	0	1	0	8	6	4	4	4	0	2
"104624"	5	0	4	1	3	0	0	0	0	3	0	4	0	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	1	5	0	0	0	0	0	0	2	0	0	0	0	1
"1008207"	2	2	7	0	0	0	20	0	8	22	6	1	6	1	1	0	9	16	3	0	6	0	0	1	10	1	15	4	0	5	6	2	2	0	3	0	1	0	4	12	0	8	0	0	0
"1131545"	0	0	2	3	0	0	5	1	1	2	4	0	1	3	2	0	0	0	0	0	11	0	0	0	5	2	1	1	1	2	1	0	0	0	0	0	1	0	0	3	0	2	1	0	1
"4319936"	0	1	0	3	0	0	2	1	0	3	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	4	2	0	0	0	0	0	0	0	0	0	2	0	4	0	0
"1132826"	7	0	6	2	4	0	0	0	1	1	0	2	1	1	2	0	2	3	0	0	4	0	3	0	3	0	0	2	0	3	0	3	1	5	4	0	1	0	1	6	0	1	0	0	1
"331980"	5	2	1	2	2	1	2	0	0	0	5	2	3	4	4	4	2	0	2	1	0	0	0	1	1	5	0	4	0	4	5	0	1	1	0	0	6	1	5	1	2	5	1	0	0
"512091"	2	2	2	0	3	0	4	1	2	3	10	3	4	4	6	2	5	3	0	4	2	2	0	1	2	7	2	6	2	5	2	1	3	1	1	1	6	4	3	6	0	2	9	0	1
"359365"	1	4	5	1	3	2	11	3	4	2	15	6	4	5	10	7	0	17	1	3	8	8	0	1	10	8	7	12	1	7	8	1	7	1	6	0	1	0	2	11	0	10	3	1	2
"1140514"	12	7	116	20	10	2	97	10	72	67	80	20	41	13	52	14	19	49	121	13	135	23	0	10	158	103	9	56	4	49	45	5	22	10	19	2	10	0	21	152	1	64	2	0	1
"1021984"	4	7	9	3	3	1	1	2	6	5	9	0	2	0	5	2	1	3	5	0	0	0	1	0	6	0	0	3	1	1	0	0	1	0	2	1	0	2	0	23	0	0	6	1	0
"4345857"	0	0	27	0	0	0	11	0	0	2	3	3	2	22	11	0	0	1	6	4	70	1	0	0	11	0	0	8	0	19	7	0	0	0	4	0	9	0	8	0	0	0	0	0	0
"4385959"	0	0	12	0	0	0	2	0	2	3	1	0	1	1	0	0	0	1	6	0	7	0	1	0	11	0	3	13	0	4	8	0	1	0	1	0	0	0	0	15	0	7	0	0	0
"364646"	5	2	0	4	13	1	1	3	0	0	1	4	2	0	1	0	4	0	0	0	4	0	5	0	0	0	2	0	1	1	0	1	3	3	0	0	0	0	1	0	0	1	0	0	2
"814032"	0	0	3	1	0	0	5	1	8	0	8	0	0	0	0	0	0	2	5	0	2	0	0	0	0	1	0	4	0	2	0	0	0	0	0	0	0	0	0	5	2	3	1	0	0
"1017063"	0	2	5	2	2	1	1	3	4	5	9	0	1	1	0	3	0	5	3	0	1	0	0	1	6	0	2	2	0	6	2	0	3	0	0	0	0	0	1	3	1	2	4	1	3
"4361861"	0	1	0	1	0	0	1	4	2	1	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0
"4469134"	2	8	27	11	0	0	3	10	55	12	57	1	4	0	6	10	0	7	18	4	17	1	0	0	20	4	2	5	0	15	0	0	3	1	0	0	0	1	2	30	0	4	3	0	0
"830539"	1	1	7	0	0	1	1	0	7	3	2	0	0	0	1	1	0	0	9	0	2	1	0	0	9	0	0	3	0	0	0	0	0	0	1	0	0	2	0	9	0	4	1	0	0
"808919"	6	15	130	7	4	4	112	18	111	53	156	7	13	18	45	9	11	125	87	3	76	9	0	5	206	41	45	35	1	16	8	3	24	4	17	2	3	3	16	138	3	44	1	2	2
"750320"	0	0	14	0	0	0	1	0	4	3	0	0	0	0	0	0	0	3	27	0	38	1	0	0	3	0	0	1	0	5	0	0	0	0	1	0	0	0	2	13	0	2	0	0	0
"307622"	0	0	10	1	0	0	1	0	11	7	4	10	3	0	4	0	4	23	3	5	0	0	0	4	2	4	3	4	0	12	0	0	13	0	1	0	3	0	1	21	0	3	0	0	0
"4432550"	0	0	2	0	0	0	6	1	0	1	2	4	2	13	4	6	5	2	1	2	3	7	0	0	2	5	0	2	7	1	0	6	0	0	1	0	2	0	8	0	0	1	0	0	0
"915764"	11	17	21	14	0	16	114	9	33	31	87	28	20	4	56	24	44	61	34	21	21	53	1	9	63	58	27	44	3	33	53	15	9	1	15	4	19	4	30	80	5	39	10	3	8
"206386"	1	4	1	2	2	1	1	0	2	0	4	0	0	0	1	0	0	2	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	2	1	0	0	0	2	0	0	0	0	0	2
"547926"	8	4	2	11	10	1	1	5	4	1	1	7	0	3	0	2	1	1	3	1	3	0	1	0	2	2	1	2	0	8	0	1	1	5	2	2	0	1	0	3	1	1	1	0	1
"1026261"	1	0	2	2	0	0	1	2	0	2	5	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
"540592"	8	3	7	6	7	1	3	5	6	1	2	8	2	3	4	2	2	4	4	2	4	4	1	0	7	3	4	5	1	6	3	4	7	0	0	1	0	1	1	2	1	3	0	3	2
"351128"	13	10	26	6	3	2	31	13	39	46	33	6	9	7	43	10	14	17	45	7	26	10	3	7	56	27	4	16	5	34	31	4	9	10	7	6	8	3	11	65	2	42	4	1	2
"250050"	4	6	2	11	6	3	1	4	1	1	6	1	7	4	1	2	7	6	2	1	1	0	1	0	5	2	1	5	3	10	0	1	2	7	0	2	0	0	0	3	1	3	6	4	4
"662983"	6	3	7	3	11	3	3	21	8	3	4	6	1	4	6	4	1	3	3	1	6	3	3	0	8	5	3	1	3	5	1	3	4	2	1	10	1	2	1	1	3	0	2	3	4
"641481"	0	1	22	0	1	0	27	0	17	2	13	6	3	1	10	0	2	25	19	0	17	5	0	0	17	2	3	22	1	3	2	0	16	0	8	1	1	0	1	33	0	3	0	0	0
"1107608"	12	8	4	13	12	8	2	6	3	3	10	1	0	0	0	6	1	8	4	1	1	6	14	2	5	1	1	5	1	12	1	0	1	8	0	5	1	6	0	1	5	7	8	9	6
"224129"	6	9	8	8	0	0	10	15	22	6	17	6	1	12	14	4	4	4	4	4	3	2	0	2	10	10	5	3	0	7	3	5	4	1	5	4	6	0	6	13	0	4	1	1	1
"4353904"	38	34	31	51	28	17	32	33	33	23	32	18	20	15	30	38	15	13	26	19	6	15	8	7	22	30	17	14	18	25	16	16	23	22	16	17	8	13	19	41	8	14	16	5	9
"1016118"	8	8	7	10	2	3	3	7	7	5	11	3	5	4	2	3	3	1	7	1	9	3	0	3	7	7	2	5	3	5	5	2	1	2	1	2	0	2	3	6	6	8	4	2	2
"217325"	13	0	6	0	5	0	3	3	1	0	1	0	1	1	0	1	2	0	0	1	0	0	0	0	0	2	5	2	0	0	1	1	0	0	2	2	0	0	6	2	0	2	0	0	0
"606670"	1	0	7	3	3	0	1	0	1	0	0	0	0	2	1	3	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	2	0	0	1	0	0
"720217"	1	8	1	5	4	1	5	26	5	5	5	1	0	2	1	5	1	0	3	1	0	1	0	0	1	0	0	1	1	4	1	0	1	19	0	1	0	0	0	3	2	0	1	0	1
"217328"	5	0	5	2	16	0	0	0	2	1	0	2	0	2	1	0	0	0	6	0	1	1	0	0	1	0	0	2	0	1	1	2	1	1	0	0	0	0	0	2	0	5	2	0	0
"313833"	26	3	13	16	25	2	11	7	2	6	3	11	4	1	15	11	4	7	11	3	6	12	1	0	7	5	2	5	5	9	6	0	11	5	2	2	0	0	1	6	0	4	2	1	1
"156882"	8	3	3	0	2	0	0	3	3	0	2	2	2	0	0	1	2	3	4	1	0	0	0	0	3	0	0	0	0	2	0	0	0	2	1	0	1	0	0	5	0	1	0	0	1
"944435"	47	33	41	32	55	2	85	29	28	29	31	10	27	40	21	39	42	25	21	38	40	23	0	34	63	47	45	22	32	51	37	37	24	49	19	2	34	1	40	35	0	21	0	1	0
"4008780"	5	0	3	5	7	0	5	1	2	0	1	3	1	0	3	1	0	2	1	0	0	0	2	1	1	0	0	0	0	1	1	1	1	5	0	2	1	0	3	3	0	1	1	0	0
"333636"	0	3	2	9	0	2	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	2	3	0	0	0
"2591424"	5	7	8	10	8	0	5	4	5	1	5	3	13	10	5	0	8	6	3	12	12	4	2	8	7	2	1	6	9	9	5	3	8	8	10	2	22	3	11	10	2	20	1	0	1
"4437938"	4	1	0	4	5	0	0	2	0	1	5	0	1	3	1	4	2	0	4	2	0	1	0	0	0	2	0	3	1	4	0	0	5	2	0	2	1	1	0	2	4	0	0	0	0
"4440613"	2	0	2	0	4	0	0	0	0	0	0	5	3	0	1	0	2	0	0	1	5	0	0	0	1	0	0	0	2	0	0	0	2	3	0	0	0	0	1	1	0	0	0	0	0
"770614"	4	1	10	0	5	0	5	0	0	0	2	2	0	1	0	0	0	1	8	0	0	0	0	0	1	0	0	0	0	5	0	0	1	3	0	0	0	0	0	4	2	2	0	0	0
"22594"	1	0	11	20	0	0	4	5	15	14	71	25	16	0	4	0	20	42	7	5	1	19	0	11	13	22	27	8	0	9	10	0	30	0	5	0	4	0	10	30	0	9	0	0	0
"185100"	25	21	5	9	23	0	3	23	5	3	0	2	4	4	2	13	4	2	1	0	11	0	0	3	4	3	10	3	4	1	5	6	2	14	0	0	0	0	4	4	1	4	3	0	0
"239066"	1	0	3	1	2	0	1	6	3	7	0	5	7	27	1	0	4	11	3	9	24	12	0	20	20	14	6	5	8	0	6	42	6	1	7	0	20	0	7	23	0	12	0	0	1
"1100638"	1	5	3	7	0	1	2	1	3	0	3	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	7	4	0	1	0	0
"1137204"	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	2	12	0	1	0	0	0	14	0	0	0	0	0	0	3	0	3	0	1	0	1	0	8	0	0	0	0	0	0
"4397479"	0	0	0	0	0	0	0	0	0	4	2	1	1	1	6	0	2	8	3	4	1	25	0	2	1	2	0	0	0	5	2	1	1	0	3	0	0	2	8	0	1	0	0	0	0
"4332798"	8	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	3	0	0	0	2	0	0	0	0	0	0
"4422320"	12	1	0	0	2	0	2	0	0	1	0	6	0	0	3	0	0	1	2	3	3	2	1	0	3	2	0	0	0	11	0	0	5	2	3	0	0	0	0	0	0	5	0	0	0
"811148"	15	0	5	3	7	0	1	0	2	2	0	13	10	3	3	0	4	2	12	3	5	0	0	2	22	1	0	2	2	3	1	6	15	5	1	1	0	0	2	25	0	10	0	1	0
"1087462"	0	2	562	0	0	0	336	4	347	822	471	64	162	17	1	0	18	269	246	0	43	1	0	0	701	6	32	1	2	47	13	3	164	0	10	0	0	0	56	203	0	0	0	0	0
