#OTU_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
AM936437.1.1341	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__uncultured	 D_4__uncultured Actinomycetales bacterium	 D_5__uncultured Actinomycetales bacterium	 D_6__uncultured Actinomycetales bacterium
AM991254.1.1469	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Paenibacillaceae	 D_5__Paenibacillus	 D_6__uncultured bacterium
FPLS01009422.9.1494	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Candidatus Solibacter	 Ambiguous_taxa
JN409049.1.1470	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Solirubrobacterales	 D_4__67-14	 D_5__uncultured actinobacterium	 D_6__uncultured actinobacterium
KT350432.1.1533	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Noviherbaspirillum	 D_6__Noviherbaspirillum sp. MJAU D0022
HQ828055.1.1422	D_0__Bacteria	 D_1__Armatimonadetes	 D_2__Fimbriimonadia	 D_3__Fimbriimonadales	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
AY921903.1.1408	D_0__Bacteria	 D_1__Latescibacteria	 D_2__uncultured Latescibacteria bacterium	 D_3__uncultured Latescibacteria bacterium	 D_4__uncultured Latescibacteria bacterium	 D_5__uncultured Latescibacteria bacterium	 D_6__uncultured Latescibacteria bacterium
JF229088.1.1342	D_0__Bacteria	 D_1__Armatimonadetes	 D_2__Chthonomonadetes	 D_3__Chthonomonadales	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EU132716.1.1353	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Gaiellales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
GQ396836.1.1487	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Blastocatellales	 D_4__Blastocatellaceae	 D_5__JGI 0001001-H03	 D_6__uncultured bacterium
AB426560.1.1386	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Sphingobium	 D_6__Sphingomonadaceae bacterium HINF002
JN869014.1.1519	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Pirellulales	 D_4__Pirellulaceae	 D_5__uncultured	 D_6__uncultured bacterium
FPLS01005662.9.1518	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Pirellulales	 D_4__Pirellulaceae	 D_5__Pir4 lineage	 Ambiguous_taxa
EU135489.1.1350	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Pedosphaerales	 D_4__Pedosphaeraceae	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FN428761.1.1496	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 Ambiguous_taxa
FJ936910.1.1518	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Desulfarculales	 D_4__Desulfarculaceae	 D_5__uncultured	 D_6__uncultured bacterium
HQ598613.1.1508	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
EU133040.1.1375	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__uncultured	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HQ597963.1.1487	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 15	 D_3__uncultured Acidobacteria bacterium	 D_4__uncultured Acidobacteria bacterium	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
FJ479267.1.1506	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Solirubrobacterales	 D_4__67-14	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FJ373038.1.1458	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Bacillaceae	 D_5__Bacillus	 Ambiguous_taxa
FPLS01012727.12.1513	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__Sphingobacteriaceae	 D_5__Pedobacter	 Ambiguous_taxa
FPLL01007939.10.1522	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__SC-I-84	 Ambiguous_taxa	 Ambiguous_taxa
EU133541.1.1336	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Ellin6055	 D_6__uncultured bacterium
KP895481.1.1430	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 Ambiguous_taxa	 Ambiguous_taxa
JQ815738.1.1469	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Clostridiaceae 1	 D_5__Clostridium sensu stricto 10	 D_6__uncultured bacterium
JF712662.1.1483	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__Bradyrhizobium	 D_6__uncultured Bradyrhizobium sp.
GU208500.1.1450	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Haliangiaceae	 D_5__Haliangium	 D_6__uncultured prokaryote
FPLS01062911.22.1526	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 D_6__metagenome
AB989912.1.1431	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Isosphaerales	 D_4__Isosphaeraceae	 D_5__Singulisphaera	 D_6__uncultured bacterium
GU256413.1.1204	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Propionibacteriales	 D_4__Nocardioidaceae	 D_5__Aeromicrobium	 D_6__uncultured bacterium
HQ598486.1.1492	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Subgroup 13	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
EF516271.1.1449	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__Microtrichales	 D_4__uncultured	 Ambiguous_taxa	 Ambiguous_taxa
HQ120623.1.1507	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
AB257634.1.1481	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Sphingomonas	 Ambiguous_taxa
KJ551912.1.1474	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptomycetales	 D_4__Streptomycetaceae	 D_5__Streptomyces	 Ambiguous_taxa
KC172301.1.1506	D_0__Bacteria	 D_1__Nitrospirae	 D_2__Nitrospira	 D_3__Nitrospirales	 D_4__Nitrospiraceae	 D_5__Nitrospira	 Ambiguous_taxa
EU881154.1.1531	D_0__Bacteria	 D_1__Rokubacteria	 D_2__NC10	 D_3__Rokubacteriales	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HQ597364.1.1509	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
JF429369.1.1488	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Acidovorax	 D_6__uncultured bacterium
EU335264.1.1496	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__Gemmatimonas	 D_6__uncultured bacterium
AY493962.1.1421	D_0__Bacteria	 D_1__WS2	 D_2__uncultured soil bacterium	 D_3__uncultured soil bacterium	 D_4__uncultured soil bacterium	 D_5__uncultured soil bacterium	 D_6__uncultured soil bacterium
DQ297995.1.1449	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Phycisphaerae	 D_3__Phycisphaerales	 D_4__Phycisphaeraceae	 D_5__uncultured	 D_6__uncultured soil bacterium
FPLS01039472.12.1517	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Chthoniobacterales	 D_4__Xiphinematobacteraceae	 D_5__Candidatus Xiphinematobacter	 Ambiguous_taxa
EF019776.1.1363	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Pirellulales	 D_4__Pirellulaceae	 D_5__uncultured	 D_6__uncultured bacterium
HM445027.1.1281	D_0__Bacteria	 D_1__Dependentiae	 D_2__Babeliae	 D_3__Babeliales	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HE866502.1.1540	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Paenibacillaceae	 D_5__Cohnella	 Ambiguous_taxa
KP326325.1.1474	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Micrococcales	 D_4__Dermacoccaceae	 D_5__Calidifontibacter sp. DB0510	 D_6__Calidifontibacter sp. DB0510
KF712700.1.1522	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__BD2-11 terrestrial group	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
AF132789.1.1410	D_0__Bacteria	 D_1__Cyanobacteria	 D_2__Oxyphotobacteria	 D_3__Nostocales	 D_4__Nostocaceae	 D_5__Cylindrospermum PCC-7417	 Ambiguous_taxa
FPLL01006582.16.1518	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__Microtrichales	 D_4__Microtrichaceae	 D_5__uncultured	 D_6__metagenome
FPLS01006895.21.1534	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Nannocystaceae	 Ambiguous_taxa	 Ambiguous_taxa
AM162410.1.1464	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__Acidobacteriaceae (Subgroup 1)	 D_5__Occallatibacter	 Ambiguous_taxa
MEEN01000016.1428.2866	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Ferruginibacter	 D_6__Niastella sp. SCN 39-18
KY053158.1.1407	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__Pseudolabrys	 Ambiguous_taxa
FM201060.1.1322	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Micropepsales	 D_4__Micropepsaceae	 D_5__uncultured	 D_6__uncultured bacterium
EF515907.1.1479	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Pyrinomonadales	 D_4__Pyrinomonadaceae	 D_5__RB41	 D_6__uncultured bacterium
JF145734.1.1355	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__Gemmatimonas	 D_6__uncultured bacterium
FN868424.1.1509	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Clostridiaceae 1	 D_5__Clostridium sensu stricto 7	 D_6__uncultured bacterium
GU731310.1.1381	D_0__Bacteria	 D_1__Fibrobacteres	 D_2__Fibrobacteria	 D_3__Fibrobacterales	 D_4__Fibrobacteraceae	 D_5__uncultured	 Ambiguous_taxa
KU647243.1.1351	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Rhizobiaceae	 D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	 Ambiguous_taxa
FJ380142.1.1429	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Corynebacteriales	 D_4__Mycobacteriaceae	 D_5__Mycobacterium	 D_6__uncultured bacterium
HM334293.1.1353	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__AKYH767	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FJ478896.1.1458	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Dehalococcoidia	 D_3__S085	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
DQ404720.1.1505	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
FPLS01046945.16.1533	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Oligoflexales	 D_4__0319-6G20	 D_5__metagenome	 D_6__metagenome
EF020289.1.1353	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__uncultured	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
LMRV01000099.218393.220011	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Paenibacillaceae	 D_5__Paenibacillus	 D_6__Paenibacillus sp. Soil522
EU134204.1.1303	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Gitt-GS-136	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EU335249.1.1515	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
DQ129396.1.1475	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Clostridiaceae 1	 D_5__Clostridium sensu stricto 1	 D_6__uncultured bacterium
GQ379477.1.1204	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Chitinophaga	 D_6__uncultured bacterium
GU201555.1.1485	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Cytophagales	 D_4__Microscillaceae	 D_5__uncultured	 D_6__uncultured Flexibacter sp.
JF697489.1.1490	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__A21b	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FJ672342.1.1480	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Peptococcaceae	 D_5__uncultured	 D_6__uncultured bacterium
FPLS01044390.9.1513	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__Gemmatimonas	 D_6__metagenome
HQ729907.1.1508	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured Acidobacteria bacterium	 D_4__uncultured Acidobacteria bacterium	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
EU132020.1.1350	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Bryobacter	 D_6__uncultured bacterium
HQ119967.1.1502	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Ferruginibacter	 Ambiguous_taxa
KX753156.1.1480	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Pirellulales	 D_4__Pirellulaceae	 D_5__uncultured	 D_6__uncultured bacterium
LT627088.1.1550	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Burkholderia-Caballeronia-Paraburkholderia	 D_6__Paraburkholderia fungorum
JF922432.1.1509	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
HQ597899.1.1515	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Pyrinomonadales	 D_4__Pyrinomonadaceae	 D_5__RB41	 Ambiguous_taxa
KU515116.1.1495	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Massilia	 D_6__uncultured bacterium
HQ118937.1.1294	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
AB234006.1.1449	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Gracilibacteraceae	 D_5__Lutispora	 D_6__uncultured bacterium
JN023930.1.1507	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
GQ500747.1.1450	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Rhizobiales Incertae Sedis	 D_5__uncultured	 D_6__uncultured bacterium
HQ119580.1.1479	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Diplorickettsiales	 D_4__Diplorickettsiaceae	 D_5__uncultured	 D_6__uncultured bacterium
EF020015.1.1359	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Anaerolineae	 D_3__Anaerolineales	 D_4__Anaerolineaceae	 D_5__uncultured	 D_6__uncultured bacterium
EF585978.1.1498	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Heliobacteriaceae	 D_5__Hydrogenispora	 D_6__uncultured bacterium
LN563328.1.1330	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__Rhodoplanes	 D_6__uncultured bacterium
EU133675.1.1323	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__env.OPS 17	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLL01003614.1.1416	D_0__Bacteria	 D_1__Omnitrophicaeota	 D_2__metagenome	 D_3__metagenome	 D_4__metagenome	 D_5__metagenome	 D_6__metagenome
EF558960.1.1488	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Heliobacteriaceae	 D_5__Hydrogenispora	 Ambiguous_taxa
EU589300.1.1448	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Rhizobiaceae	 D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	 Ambiguous_taxa
JN023530.1.1456	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__Acidobacteriaceae (Subgroup 1)	 D_5__Granulicella	 Ambiguous_taxa
JX222342.1.1514	D_0__Bacteria	 D_1__Firmicutes	 D_2__Negativicutes	 D_3__Selenomonadales	 D_4__Veillonellaceae	 D_5__Pelosinus	 D_6__uncultured bacterium
EU133951.1.1345	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Ktedonobacteria	 D_3__C0119	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
GQ132480.1.1401	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Family XI	 D_5__uncultured	 D_6__uncultured bacterium
HM445502.1.1365	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Diplorickettsiales	 D_4__Diplorickettsiaceae	 D_5__Aquicella	 D_6__uncultured bacterium
AB630620.1.1425	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Phycisphaerae	 D_3__Tepidisphaerales	 D_4__WD2101 soil group	 D_5__uncultured bacterium	 D_6__uncultured bacterium
JQ977687.1.1435	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__Sphingobacteriaceae	 D_5__Pedobacter	 Ambiguous_taxa
FJ466366.1.1478	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Pedosphaerales	 D_4__Pedosphaeraceae	 D_5__uncultured bacterium	 D_6__uncultured bacterium
AB487081.1.1362	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Gaiellales	 D_4__Gaiellaceae	 D_5__Gaiella	 D_6__uncultured bacterium
EU589291.1.1436	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Chloroflexia	 D_3__Chloroflexales	 D_4__Roseiflexaceae	 D_5__uncultured	 Ambiguous_taxa
AF200698.1.1468	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__Acidobacteriaceae (Subgroup 1)	 D_5__Occallatibacter	 D_6__uncultured Acidobacterium UA2
EF018515.1.1363	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__uncultured	 D_6__uncultured Nitrospira sp.
AB234282.1.1515	D_0__Bacteria	 D_1__Spirochaetes	 D_2__Spirochaetia	 D_3__Spirochaetales	 D_4__Spirochaetaceae	 D_5__Spirochaeta 2	 D_6__uncultured bacterium
EU135228.1.1348	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
LN563869.1.1330	D_0__Bacteria	 D_1__FBP	 D_2__uncultured bacterium	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HQ121123.1.1458	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Beijerinckiaceae	 D_5__Microvirga	 D_6__uncultured bacterium
DQ297976.1.1448	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__A21b	 Ambiguous_taxa	 Ambiguous_taxa
FPLS01030111.21.1480	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__KF-JG30-B3	 Ambiguous_taxa	 Ambiguous_taxa
JX898171.1.1525	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 Ambiguous_taxa	 Ambiguous_taxa
JF501055.1.1349	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Caulobacterales	 D_4__Caulobacteraceae	 D_5__Brevundimonas	 D_6__uncultured bacterium
KC554675.1.1557	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptomycetales	 D_4__Streptomycetaceae	 D_5__Streptomyces	 D_6__uncultured bacterium
AB193261.1.1528	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Solirubrobacterales	 D_4__Solirubrobacteraceae	 D_5__Patulibacter	 Ambiguous_taxa
EF516660.1.1284	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Noviherbaspirillum	 D_6__uncultured bacterium
EF494317.1.1479	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__Sphingobacteriaceae	 D_5__Mucilaginibacter	 Ambiguous_taxa
FM209324.1.1502	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Ramlibacter	 D_6__uncultured bacterium
AVPB01048411.141.1651	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Noviherbaspirillum	 Ambiguous_taxa
EU335396.1.1528	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Pedosphaerales	 D_4__Pedosphaeraceae	 D_5__Pedosphaera	 Ambiguous_taxa
EF019363.1.1390	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 D_6__uncultured Bacteroidetes bacterium
FPLK01003100.11.1514	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Sphaerotilus	 Ambiguous_taxa
EU133639.1.1357	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 D_6__uncultured bacterium
JN023646.1.1488	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 15	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
JX843684.1.1493	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Lachnospiraceae	 D_5__Herbinix	 D_6__uncultured bacterium
JF428935.1.1439	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Micropepsales	 D_4__Micropepsaceae	 D_5__uncultured	 Ambiguous_taxa
AB488249.1.1356	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Archangiaceae	 D_5__Anaeromyxobacter	 D_6__uncultured bacterium
KM200417.1.1493	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 D_6__uncultured bacterium
KX507936.1.1495	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Delftia	 D_6__uncultured bacterium
HM312969.1.1338	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Isosphaerales	 D_4__Isosphaeraceae	 D_5__Singulisphaera	 D_6__uncultured bacterium
